# Battle City: original Tank Force-inspired arcade artwork.
# ROM/gameplay unchanged. Regenerate with texture_sources/battle_city_tank_force/make_pack.py.
<ver>109
<scale>4
<supportedRom>E1061C9241B06A965FB7845CB951D921ACA010EF
<img>Chr_00_0.png
<img>Chr_00_1.png
<img>Chr_00_2.png
<img>Chr_00_3.png
<img>Chr_01_0.png
<img>Chr_01_1.png
<img>Chr_01_2.png
<img>Chr_01_3.png
<img>Chr_01_4.png
<img>Chr_01_5.png
<img>flag00.png
<img>tank_force_extra.png
<condition>arena,tileAtPosition,232,136,158,0F170600
<tile>3,E6,FF041620,96,448,1,N
<tile>3,E7,FF041620,96,480,1,N
<tile>3,E8,FF041620,128,448,1,N
<tile>3,E9,FF041620,128,480,1,N
<tile>3,EA,FF041620,160,448,1,N
<tile>3,EB,FF041620,160,480,1,N
<tile>3,EC,FF041620,192,448,1,N
<tile>3,ED,FF041620,192,480,1,N
<tile>3,EE,FF041620,224,448,1,N
<tile>3,EF,FF041620,224,480,1,N
<tile>3,F0,FF041620,256,448,1,N
<tile>3,F1,FF041620,256,480,1,N
<tile>3,F2,FF041620,288,448,1,N
<tile>3,F3,FF041620,288,480,1,N
<tile>3,F4,FF041620,320,448,1,N
<tile>3,F5,FF041620,320,480,1,N
<tile>3,F6,FF041620,352,448,1,N
<tile>3,F7,FF041620,352,480,1,N
<tile>3,F8,FF041620,384,448,1,N
<tile>3,F9,FF041620,384,480,1,N
<tile>3,FA,FF041620,416,448,1,N
<tile>3,FB,FF041620,416,480,1,N
<tile>3,FC,FF041620,448,448,1,N
<tile>3,FD,FF041620,448,480,1,N
<tile>3,FE,FF041620,480,448,1,N
<tile>3,FF,FF041620,480,480,1,N
<tile>4,100,0F170600,0,0,1,N
<tile>4,101,0F170600,32,0,1,N
<tile>4,102,0F170600,64,0,1,N
<tile>4,103,0F170600,96,0,1,N
<tile>4,104,0F170600,128,0,1,N
<tile>4,105,0F170600,160,0,1,N
<tile>4,107,0F170600,224,0,1,N
<tile>4,108,0F170600,256,0,1,N
<tile>4,10A,0F170600,320,0,1,N
<tile>4,10B,0F161630,352,0,1,N
<tile>4,10C,0F170600,384,0,1,N
<tile>4,10D,0F170600,416,0,1,N
<tile>4,10E,0F170600,448,0,1,N
<tile>4,10F,0F170600,480,0,1,N
<tile>4,110,0F001020,0,32,1,N
<tile>4,111,0F170600,32,32,1,N
<tile>4,112,0F123C12,64,32,1,N
<tile>4,113,0F170600,96,32,1,N
<tile>4,114,0F170600,128,32,1,N
<tile>4,115,0F3C1016,160,32,1,N
<tile>4,116,FF041620,192,32,1,N
<tile>4,117,FF041620,224,32,1,N
<tile>4,118,FF041620,256,32,1,N
<tile>4,119,FF041620,288,32,1,N
<tile>4,11A,FF041620,320,32,1,N
<tile>4,11B,FF041620,352,32,1,N
<tile>4,11C,FF041620,384,32,1,N
<tile>4,11D,FF041620,416,32,1,N
<tile>4,11E,FF041620,448,32,1,N
<tile>4,11F,FF041620,480,32,1,N
<tile>4,120,0F001020,0,64,1,N
<tile>4,121,0F001020,32,64,1,N
<tile>4,122,0F29090B,64,64,1,N
<tile>4,123,0F170600,96,64,1,N
<tile>4,124,0F170600,128,64,1,N
<tile>4,125,0F170600,160,64,1,N
<tile>4,126,0F170600,192,64,1,N
<tile>4,127,0F170600,224,64,1,N
<tile>4,128,FF0C1020,256,64,1,N
<tile>4,129,FF0C1020,288,64,1,N
<tile>4,12A,FF0C1020,320,64,1,N
<tile>4,12B,FF0C1020,352,64,1,N
<tile>4,12C,FF0C1020,384,64,1,N
<tile>4,12D,FF0C1020,416,64,1,N
<tile>4,12E,FF0C1020,448,64,1,N
<tile>4,12F,FF0C1020,480,64,1,N
<tile>4,130,0F161630,0,96,1,N
<tile>4,131,0F161630,32,96,1,N
<tile>4,132,0F161630,64,96,1,N
<tile>4,133,0F161630,96,96,1,N
<tile>4,134,0F161630,128,96,1,N
<tile>4,135,0F161630,160,96,1,N
<tile>4,136,0F161630,192,96,1,N
<tile>4,137,0F290927,224,96,1,N
<tile>4,138,0F161630,256,96,1,N
<tile>4,139,0F161630,288,96,1,N
<tile>4,13A,FF0C1020,320,96,1,N
<tile>4,13B,FF0C1020,352,96,1,N
<tile>4,13C,FF0C1020,384,96,1,N
<tile>4,13D,FF0C1020,416,96,1,N
<tile>4,140,0F161630,0,128,1,N
<tile>4,141,0F161630,32,128,1,N
<tile>4,142,0F3C1016,64,128,1,N
<tile>4,143,0F161630,96,128,1,N
<tile>4,144,0F161630,128,128,1,N
<tile>4,145,0F161630,160,128,1,N
<tile>4,147,0F161630,224,128,1,N
<tile>4,148,0F161630,256,128,1,N
<tile>4,149,0F161630,288,128,1,N
<tile>4,14C,0F161630,384,128,1,N
<tile>4,14D,0F161630,416,128,1,N
<tile>4,14E,0F161630,448,128,1,N
<tile>4,14F,0F161630,480,128,1,N
<tile>4,150,0F161630,0,160,1,N
<tile>4,152,0F161630,64,160,1,N
<tile>4,153,0F161630,96,160,1,N
<tile>4,154,0F161630,128,160,1,N
<tile>4,155,0F161630,160,160,1,N
<tile>4,156,0F161630,192,160,1,N
<tile>4,158,0F170600,256,160,1,N
<tile>4,159,0F161630,288,160,1,N
<tile>4,15A,0F170600,320,160,1,N
<tile>4,15B,0F161630,352,160,1,N
<tile>4,15C,0F161630,384,160,1,N
<tile>4,15D,0F161630,416,160,1,N
<tile>4,15E,0F161630,448,160,1,N
<tile>4,15F,0F3C1016,480,160,1,N
<tile>4,160,0F161630,0,192,1,N
<tile>4,161,0F161630,32,192,1,N
<tile>4,162,0F161630,64,192,1,N
<tile>4,163,0F161630,96,192,1,N
<tile>4,164,0F161630,128,192,1,N
<tile>4,165,0F161630,160,192,1,N
<tile>4,166,0F161630,192,192,1,N
<tile>4,167,0F161630,224,192,1,N
<tile>4,168,0F161630,256,192,1,N
<tile>4,169,0F161630,288,192,1,N
<tile>4,16A,0F170600,320,192,1,N
<tile>4,16B,0F161630,352,192,1,N
<tile>4,16C,0F170600,384,192,1,N
<tile>4,16D,0F170600,416,192,1,N
<tile>4,16E,0F170600,448,192,1,N
<tile>4,16F,0F170600,480,192,1,N
<tile>4,170,0F170600,0,224,1,N
<tile>4,171,0F170600,32,224,1,N
<tile>4,172,0F170600,64,224,1,N
<tile>4,173,0F170600,96,224,1,N
<tile>4,174,0F170600,128,224,1,N
<tile>4,175,0F170600,160,224,1,N
<tile>4,178,FF041620,256,224,1,N
<tile>4,179,FF041620,288,224,1,N
<tile>4,17A,FF041620,320,224,1,N
<tile>4,17B,FF041620,352,224,1,N
<tile>4,17C,FF041620,384,224,1,N
<tile>4,17D,FF041620,416,224,1,N
<tile>4,17E,FF041620,448,224,1,N
<tile>4,17F,FF041620,480,224,1,N
<tile>4,180,FF0C1020,0,256,1,N
<tile>4,181,FF0C1020,32,256,1,N
<tile>4,182,FF0C1020,64,256,1,N
<tile>4,183,FF0C1020,96,256,1,N
<tile>4,184,FF0C1020,128,256,1,N
<tile>4,185,FF0C1020,160,256,1,N
<tile>4,186,FF0C1020,192,256,1,N
<tile>4,187,FF0C1020,224,256,1,N
<tile>4,188,FF0C1020,256,256,1,N
<tile>4,189,FF0C1020,288,256,1,N
<tile>4,18A,FF0C1020,320,256,1,N
<tile>4,18B,FF0C1020,352,256,1,N
<tile>4,18C,FF0C1020,384,256,1,N
<tile>4,18D,FF0C1020,416,256,1,N
<tile>4,18E,FF0C1020,448,256,1,N
<tile>4,18F,FF0C1020,480,256,1,N
<tile>4,190,FF0C1020,0,288,1,N
<tile>4,191,FF0C1020,32,288,1,N
<tile>4,192,FF0C1020,64,288,1,N
<tile>4,193,FF0C1020,96,288,1,N
<tile>4,194,FF0C1020,128,288,1,N
<tile>4,195,FF0C1020,160,288,1,N
<tile>4,196,FF0C1020,192,288,1,N
<tile>4,197,FF0C1020,224,288,1,N
<tile>4,1A0,FF041620,0,320,1,N
<tile>4,1A1,FF041620,32,320,1,N
<tile>4,1A2,FF041620,64,320,1,N
<tile>4,1A3,FF041620,96,320,1,N
<tile>4,1A4,FF041620,128,320,1,N
<tile>4,1A5,FF041620,160,320,1,N
<tile>4,1A6,FF041620,192,320,1,N
<tile>4,1A7,FF041620,224,320,1,N
<tile>4,1A8,FF041620,256,320,1,N
<tile>4,1A9,FF041620,288,320,1,N
<tile>4,1AA,FF041620,320,320,1,N
<tile>4,1AB,FF041620,352,320,1,N
<tile>4,1AC,FF041620,384,320,1,N
<tile>4,1AD,FF041620,416,320,1,N
<tile>4,1AE,FF041620,448,320,1,N
<tile>4,1AF,FF041620,480,320,1,N
<tile>4,1B0,FF0C1020,0,352,1,N
<tile>4,1B1,FF0C1020,32,352,1,N
<tile>4,1B2,FF0C1020,64,352,1,N
<tile>4,1B3,FF0C1020,96,352,1,N
<tile>4,1B4,FF0C1020,128,352,1,N
<tile>4,1B5,FF0C1020,160,352,1,N
<tile>4,1B6,FF0C1020,192,352,1,N
<tile>4,1B7,FF0C1020,224,352,1,N
<tile>4,1B8,FF041620,256,352,1,N
<tile>4,1B9,FF041620,288,352,1,N
<tile>4,1BA,FF041620,320,352,1,N
<tile>4,1BB,FF041620,352,352,1,N
<tile>4,1BC,FF041620,384,352,1,N
<tile>4,1BD,FF041620,416,352,1,N
<tile>4,1BE,FF041620,448,352,1,N
<tile>4,1BF,FF041620,480,352,1,N
<tile>4,1C0,FF041620,0,384,1,N
<tile>4,1C1,FF041620,32,384,1,N
<tile>4,1C2,FF041620,64,384,1,N
<tile>4,1C3,FF041620,96,384,1,N
<tile>4,1C4,FF041620,128,384,1,N
<tile>4,1C5,FF041620,160,384,1,N
<tile>4,1C6,FF041620,192,384,1,N
<tile>4,1C7,FF041620,224,384,1,N
<tile>4,1C8,0F170600,256,384,1,N
<tile>4,1C9,0F170600,288,384,1,N
<tile>4,1CA,0F170600,320,384,1,N
<tile>4,1CB,0F170600,352,384,1,N
<tile>4,1CC,0F170600,384,384,1,N
<tile>4,1CD,0F170600,416,384,1,N
<tile>4,1CE,0F170600,448,384,1,N
<tile>4,1CF,0F170600,480,384,1,N
<tile>4,1D0,FF041620,0,416,1,N
<tile>4,1D1,FF041620,32,416,1,N
<tile>4,1D2,FF041620,64,416,1,N
<tile>4,1D3,FF041620,96,416,1,N
<tile>4,1D4,FF041620,128,416,1,N
<tile>4,1D5,FF041620,160,416,1,N
<tile>4,1D6,FF041620,192,416,1,N
<tile>4,1D7,FF041620,224,416,1,N
<tile>4,1D8,FF041620,256,416,1,N
<tile>4,1D9,FF041620,288,416,1,N
<tile>4,1DA,FF041620,320,416,1,N
<tile>4,1DB,FF041620,352,416,1,N
<tile>4,1DC,FF041620,384,416,1,N
<tile>4,1DD,FF041620,416,416,1,N
<tile>4,1DE,FF041620,448,416,1,N
<tile>4,1DF,FF041620,480,416,1,N
<tile>4,1E0,FF041620,0,448,1,N
<tile>4,1E1,FF041620,32,448,1,N
<tile>4,1E2,FF041620,64,448,1,N
<tile>4,1E3,FF041620,96,448,1,N
<tile>4,1E4,FF041620,128,448,1,N
<tile>4,1E5,FF041620,160,448,1,N
<tile>4,1E6,FF041620,192,448,1,N
<tile>4,1E7,FF041620,224,448,1,N
<tile>4,1E8,FF041620,256,448,1,N
<tile>4,1E9,FF041620,288,448,1,N
<tile>4,1EA,FF041620,320,448,1,N
<tile>4,1EB,FF041620,352,448,1,N
<tile>4,1EC,FF041620,384,448,1,N
<tile>4,1ED,FF041620,416,448,1,N
<tile>4,1EE,FF041620,448,448,1,N
<tile>4,1EF,FF041620,480,448,1,N
<tile>4,1F0,FF041620,0,480,1,N
<tile>4,1F1,FF041620,32,480,1,N
<tile>4,1F2,FF041620,64,480,1,N
<tile>4,1F3,FF041620,96,480,1,N
<tile>4,1F4,FF041620,128,480,1,N
<tile>4,1F5,FF041620,160,480,1,N
<tile>4,1F6,FF041620,192,480,1,N
<tile>4,1F7,FF041620,224,480,1,N
<tile>4,1F8,FF041620,256,480,1,N
<tile>4,1F9,FF041620,288,480,1,N
<tile>4,1FA,FF041620,320,480,1,N
<tile>4,1FB,FF041620,352,480,1,N
<tile>4,1FC,0F170600,384,480,1,N
<tile>4,1FD,0F170600,416,480,1,N
<tile>5,100,0F161630,0,0,1,N
<tile>5,101,0F161630,32,0,1,N
<tile>5,102,0F161630,64,0,1,N
<tile>5,103,0F161630,96,0,1,N
<tile>5,104,0F161630,128,0,1,N
<tile>5,105,0F161630,160,0,1,N
<tile>5,107,0F161630,224,0,1,N
<tile>5,108,0F161630,256,0,1,N
<tile>5,10A,0F161630,320,0,1,N
<tile>5,10B,0F170600,352,0,1,N
<tile>5,10C,0F161630,384,0,1,N
<tile>5,10D,0F161630,416,0,1,N
<tile>5,10E,0F161630,448,0,1,N
<tile>5,10F,0F161630,480,0,1,N
<tile>5,110,0F001000,0,32,1,N
<tile>5,111,0F290900,32,32,1,N
<tile>5,112,0F3C1212,64,32,1,N
<tile>5,120,0F161630,0,64,1,N
<tile>5,121,0F001000,32,64,1,N
<tile>5,122,0F290900,64,64,1,N
<tile>5,123,0F290900,96,64,1,N
<tile>5,124,0F290900,128,64,1,N
<tile>5,125,0F290900,160,64,1,N
<tile>5,126,0F290900,192,64,1,N
<tile>5,127,0F001000,224,64,1,N
<tile>5,130,0F290927,0,96,1,N
<tile>5,131,0F290927,32,96,1,N
<tile>5,132,0F290927,64,96,1,N
<tile>5,133,0F290927,96,96,1,N
<tile>5,134,0F290927,128,96,1,N
<tile>5,135,0F290927,160,96,1,N
<tile>5,137,0F161630,224,96,1,N
<tile>5,138,0F290927,256,96,1,N
<tile>5,139,0F290927,288,96,1,N
<tile>5,140,0F170600,0,128,1,N
<tile>5,141,0F3C1016,32,128,1,N
<tile>5,143,0F3C1016,96,128,1,N
<tile>5,144,0F170600,128,128,1,N
<tile>5,145,0F3C1016,160,128,1,N
<tile>5,147,0F170600,224,128,1,N
<tile>5,148,0F3C1016,256,128,1,N
<tile>5,149,0F3C1016,288,128,1,N
<tile>5,14C,0F3C1016,384,128,1,N
<tile>5,14D,0F170600,416,128,1,N
<tile>5,14E,0F3C1016,448,128,1,N
<tile>5,14F,0F3C1016,480,128,1,N
<tile>5,150,0F3C1016,0,160,1,N
<tile>5,152,0F3C1016,64,160,1,N
<tile>5,153,0F3C1016,96,160,1,N
<tile>5,154,0F170600,128,160,1,N
<tile>5,155,0F3C1016,160,160,1,N
<tile>5,156,0F170600,192,160,1,N
<tile>5,159,0F3C1016,288,160,1,N
<tile>5,15E,0F3C1016,448,160,1,N
<tile>5,15F,0F161630,480,160,1,N
<tile>5,160,0F170600,0,192,1,N
<tile>5,161,0F170600,32,192,1,N
<tile>5,162,0F170600,64,192,1,N
<tile>5,163,0F170600,96,192,1,N
<tile>5,164,0F170600,128,192,1,N
<tile>5,165,0F170600,160,192,1,N
<tile>5,166,0F170600,192,192,1,N
<tile>5,167,0F170600,224,192,1,N
<tile>5,168,0F170600,256,192,1,N
<tile>5,169,0F170600,288,192,1,N
<tile>5,16B,0F3C1016,352,192,1,N
<tile>5,171,0F001000,32,224,1,N
<tile>5,172,0F001000,64,224,1,N
<tile>5,175,0F001000,160,224,1,N
<tile>6,100,0F3C1016,0,0,1,N
<tile>6,111,0F001000,32,32,1,N
<tile>6,112,0F3C1012,64,32,1,N
<tile>6,120,0F001000,0,64,1,N
<tile>6,125,0F001000,160,64,1,N
<tile>6,126,0F001000,192,64,1,N
<tile>6,127,0F290900,224,64,1,N
<tile>6,130,0F170600,0,96,1,N
<tile>6,131,0F170600,32,96,1,N
<tile>6,132,0F170600,64,96,1,N
<tile>6,133,0F170600,96,96,1,N
<tile>6,135,0F170600,160,96,1,N
<tile>6,138,0F170600,256,96,1,N
<tile>6,139,0F170600,288,96,1,N
<tile>6,141,0F170600,32,128,1,N
<tile>6,143,0F170600,96,128,1,N
<tile>6,145,0F170600,160,128,1,N
<tile>6,148,0F170600,256,128,1,N
<tile>6,149,0F170600,288,128,1,N
<tile>6,14C,0F170600,384,128,1,N
<tile>6,14E,0F170600,448,128,1,N
<tile>6,14F,0F170600,480,128,1,N
<tile>6,150,0F170600,0,160,1,N
<tile>6,152,0F170600,64,160,1,N
<tile>6,153,0F170600,96,160,1,N
<tile>6,155,0F170600,160,160,1,N
<tile>6,159,0F170600,288,160,1,N
<tile>6,15E,0F170600,448,160,1,N
<tile>6,15F,0F170600,480,160,1,N
<tile>6,16B,0F170600,352,192,1,N
<tile>7,100,0F001020,0,0,1,N
<tile>7,111,0F3C1000,32,32,1,N
<tile>7,112,0F3C1000,64,32,1,N
<tile>7,120,0F170600,0,64,1,N
<tile>8,100,0F290927,0,0,1,N
<tile>9,100,0F001000,0,0,1,N
<tile>11,0,FF041620,0,0,1,N
<tile>11,0,FF0C1020,32,0,1,N
<tile>11,1,FF041620,64,0,1,N
<tile>11,1,FF0C1020,96,0,1,N
<tile>11,2,FF041620,128,0,1,N
<tile>11,2,FF0C1020,160,0,1,N
<tile>11,3,FF041620,192,0,1,N
<tile>11,3,FF0C1020,224,0,1,N
<tile>11,4,FF041620,256,0,1,N
<tile>11,4,FF0C1020,288,0,1,N
<tile>11,5,FF041620,320,0,1,N
<tile>11,5,FF0C1020,352,0,1,N
<tile>11,6,FF041620,384,0,1,N
<tile>11,6,FF0C1020,416,0,1,N
<tile>11,7,FF041620,448,0,1,N
<tile>11,7,FF0C1020,480,0,1,N
<tile>11,8,FF041620,512,0,1,N
<tile>11,8,FF0C1020,544,0,1,N
<tile>11,9,FF041620,576,0,1,N
<tile>11,9,FF0C1020,608,0,1,N
<tile>11,A,FF041620,640,0,1,N
<tile>11,A,FF0C1020,672,0,1,N
<tile>11,B,FF041620,704,0,1,N
<tile>11,B,FF0C1020,736,0,1,N
<tile>11,C,FF041620,768,0,1,N
<tile>11,C,FF0C1020,800,0,1,N
<tile>11,D,FF041620,832,0,1,N
<tile>11,D,FF0C1020,864,0,1,N
<tile>11,E,FF041620,896,0,1,N
<tile>11,E,FF0C1020,928,0,1,N
<tile>11,F,FF041620,960,0,1,N
<tile>11,F,FF0C1020,992,0,1,N
<tile>11,10,FF041620,0,32,1,N
<tile>11,10,FF0C1020,32,32,1,N
<tile>11,11,FF041620,64,32,1,N
<tile>11,11,FF0C1020,96,32,1,N
<tile>11,12,FF041620,128,32,1,N
<tile>11,12,FF0C1020,160,32,1,N
<tile>11,13,FF041620,192,32,1,N
<tile>11,13,FF0C1020,224,32,1,N
<tile>11,14,FF041620,256,32,1,N
<tile>11,14,FF0C1020,288,32,1,N
<tile>11,15,FF041620,320,32,1,N
<tile>11,15,FF0C1020,352,32,1,N
<tile>11,16,FF041620,384,32,1,N
<tile>11,16,FF0C1020,416,32,1,N
<tile>11,17,FF041620,448,32,1,N
<tile>11,17,FF0C1020,480,32,1,N
<tile>11,18,FF041620,512,32,1,N
<tile>11,18,FF0C1020,544,32,1,N
<tile>11,19,FF041620,576,32,1,N
<tile>11,19,FF0C1020,608,32,1,N
<tile>11,1A,FF041620,640,32,1,N
<tile>11,1A,FF0C1020,672,32,1,N
<tile>11,1B,FF041620,704,32,1,N
<tile>11,1B,FF0C1020,736,32,1,N
<tile>11,1C,FF041620,768,32,1,N
<tile>11,1C,FF0C1020,800,32,1,N
<tile>11,1D,FF041620,832,32,1,N
<tile>11,1D,FF0C1020,864,32,1,N
<tile>11,1E,FF041620,896,32,1,N
<tile>11,1E,FF0C1020,928,32,1,N
<tile>11,1F,FF041620,960,32,1,N
<tile>11,1F,FF0C1020,992,32,1,N
<tile>11,20,FF041620,0,64,1,N
<tile>11,20,FF0C1020,32,64,1,N
<tile>11,21,FF041620,64,64,1,N
<tile>11,21,FF0C1020,96,64,1,N
<tile>11,22,FF041620,128,64,1,N
<tile>11,22,FF0C1020,160,64,1,N
<tile>11,23,FF041620,192,64,1,N
<tile>11,23,FF0C1020,224,64,1,N
<tile>11,24,FF041620,256,64,1,N
<tile>11,24,FF0C1020,288,64,1,N
<tile>11,25,FF041620,320,64,1,N
<tile>11,25,FF0C1020,352,64,1,N
<tile>11,26,FF041620,384,64,1,N
<tile>11,26,FF0C1020,416,64,1,N
<tile>11,27,FF041620,448,64,1,N
<tile>11,27,FF0C1020,480,64,1,N
<tile>11,28,FF041620,512,64,1,N
<tile>11,28,FF0C1020,544,64,1,N
<tile>11,29,FF041620,576,64,1,N
<tile>11,29,FF0C1020,608,64,1,N
<tile>11,2A,FF041620,640,64,1,N
<tile>11,2A,FF0C1020,672,64,1,N
<tile>11,2B,FF041620,704,64,1,N
<tile>11,2B,FF0C1020,736,64,1,N
<tile>11,2C,FF041620,768,64,1,N
<tile>11,2C,FF0C1020,800,64,1,N
<tile>11,2D,FF041620,832,64,1,N
<tile>11,2D,FF0C1020,864,64,1,N
<tile>11,2E,FF041620,896,64,1,N
<tile>11,2E,FF0C1020,928,64,1,N
<tile>11,2F,FF041620,960,64,1,N
<tile>11,2F,FF0C1020,992,64,1,N
<tile>11,30,FF041620,0,96,1,N
<tile>11,30,FF0C1020,32,96,1,N
<tile>11,31,FF041620,64,96,1,N
<tile>11,31,FF0C1020,96,96,1,N
<tile>11,32,FF041620,128,96,1,N
<tile>11,32,FF0C1020,160,96,1,N
<tile>11,33,FF041620,192,96,1,N
<tile>11,33,FF0C1020,224,96,1,N
<tile>11,34,FF041620,256,96,1,N
<tile>11,34,FF0C1020,288,96,1,N
<tile>11,35,FF041620,320,96,1,N
<tile>11,35,FF0C1020,352,96,1,N
<tile>11,36,FF041620,384,96,1,N
<tile>11,36,FF0C1020,416,96,1,N
<tile>11,37,FF041620,448,96,1,N
<tile>11,37,FF0C1020,480,96,1,N
<tile>11,38,FF041620,512,96,1,N
<tile>11,38,FF0C1020,544,96,1,N
<tile>11,39,FF041620,576,96,1,N
<tile>11,39,FF0C1020,608,96,1,N
<tile>11,3A,FF041620,640,96,1,N
<tile>11,3A,FF0C1020,672,96,1,N
<tile>11,3B,FF041620,704,96,1,N
<tile>11,3B,FF0C1020,736,96,1,N
<tile>11,3C,FF041620,768,96,1,N
<tile>11,3C,FF0C1020,800,96,1,N
<tile>11,3D,FF041620,832,96,1,N
<tile>11,3D,FF0C1020,864,96,1,N
<tile>11,3E,FF041620,896,96,1,N
<tile>11,3E,FF0C1020,928,96,1,N
<tile>11,3F,FF041620,960,96,1,N
<tile>11,3F,FF0C1020,992,96,1,N
<tile>11,40,FF041620,0,128,1,N
<tile>11,40,FF0C1020,32,128,1,N
<tile>11,41,FF041620,64,128,1,N
<tile>11,41,FF0C1020,96,128,1,N
<tile>11,42,FF041620,128,128,1,N
<tile>11,42,FF0C1020,160,128,1,N
<tile>11,43,FF041620,192,128,1,N
<tile>11,43,FF0C1020,224,128,1,N
<tile>11,44,FF041620,256,128,1,N
<tile>11,44,FF0C1020,288,128,1,N
<tile>11,45,FF041620,320,128,1,N
<tile>11,45,FF0C1020,352,128,1,N
<tile>11,46,FF041620,384,128,1,N
<tile>11,46,FF0C1020,416,128,1,N
<tile>11,47,FF041620,448,128,1,N
<tile>11,47,FF0C1020,480,128,1,N
<tile>11,48,FF041620,512,128,1,N
<tile>11,48,FF0C1020,544,128,1,N
<tile>11,49,FF041620,576,128,1,N
<tile>11,49,FF0C1020,608,128,1,N
<tile>11,4A,FF041620,640,128,1,N
<tile>11,4A,FF0C1020,672,128,1,N
<tile>11,4B,FF041620,704,128,1,N
<tile>11,4B,FF0C1020,736,128,1,N
<tile>11,4C,FF041620,768,128,1,N
<tile>11,4C,FF0C1020,800,128,1,N
<tile>11,4D,FF041620,832,128,1,N
<tile>11,4D,FF0C1020,864,128,1,N
<tile>11,4E,FF041620,896,128,1,N
<tile>11,4E,FF0C1020,928,128,1,N
<tile>11,4F,FF041620,960,128,1,N
<tile>11,4F,FF0C1020,992,128,1,N
<tile>11,50,FF041620,0,160,1,N
<tile>11,50,FF0C1020,32,160,1,N
<tile>11,51,FF041620,64,160,1,N
<tile>11,51,FF0C1020,96,160,1,N
<tile>11,52,FF041620,128,160,1,N
<tile>11,52,FF0C1020,160,160,1,N
<tile>11,53,FF041620,192,160,1,N
<tile>11,53,FF0C1020,224,160,1,N
<tile>11,54,FF041620,256,160,1,N
<tile>11,54,FF0C1020,288,160,1,N
<tile>11,55,FF041620,320,160,1,N
<tile>11,55,FF0C1020,352,160,1,N
<tile>11,56,FF041620,384,160,1,N
<tile>11,56,FF0C1020,416,160,1,N
<tile>11,57,FF041620,448,160,1,N
<tile>11,57,FF0C1020,480,160,1,N
<tile>11,58,FF041620,512,160,1,N
<tile>11,58,FF0C1020,544,160,1,N
<tile>11,59,FF041620,576,160,1,N
<tile>11,59,FF0C1020,608,160,1,N
<tile>11,5A,FF041620,640,160,1,N
<tile>11,5A,FF0C1020,672,160,1,N
<tile>11,5B,FF041620,704,160,1,N
<tile>11,5B,FF0C1020,736,160,1,N
<tile>11,5C,FF041620,768,160,1,N
<tile>11,5C,FF0C1020,800,160,1,N
<tile>11,5D,FF041620,832,160,1,N
<tile>11,5D,FF0C1020,864,160,1,N
<tile>11,5E,FF041620,896,160,1,N
<tile>11,5E,FF0C1020,928,160,1,N
<tile>11,5F,FF041620,960,160,1,N
<tile>11,5F,FF0C1020,992,160,1,N
<tile>11,60,FF041620,0,192,1,N
<tile>11,60,FF0C1020,32,192,1,N
<tile>11,61,FF041620,64,192,1,N
<tile>11,61,FF0C1020,96,192,1,N
<tile>11,62,FF041620,128,192,1,N
<tile>11,62,FF0C1020,160,192,1,N
<tile>11,63,FF041620,192,192,1,N
<tile>11,63,FF0C1020,224,192,1,N
<tile>11,64,FF041620,256,192,1,N
<tile>11,64,FF0C1020,288,192,1,N
<tile>11,65,FF041620,320,192,1,N
<tile>11,65,FF0C1020,352,192,1,N
<tile>11,66,FF041620,384,192,1,N
<tile>11,66,FF0C1020,416,192,1,N
<tile>11,67,FF041620,448,192,1,N
<tile>11,67,FF0C1020,480,192,1,N
<tile>11,68,FF041620,512,192,1,N
<tile>11,68,FF0C1020,544,192,1,N
<tile>11,69,FF041620,576,192,1,N
<tile>11,69,FF0C1020,608,192,1,N
<tile>11,6A,FF041620,640,192,1,N
<tile>11,6A,FF0C1020,672,192,1,N
<tile>11,6B,FF041620,704,192,1,N
<tile>11,6B,FF0C1020,736,192,1,N
<tile>11,6C,FF041620,768,192,1,N
<tile>11,6C,FF0C1020,800,192,1,N
<tile>11,6D,FF041620,832,192,1,N
<tile>11,6D,FF0C1020,864,192,1,N
<tile>11,6E,FF041620,896,192,1,N
<tile>11,6E,FF0C1020,928,192,1,N
<tile>11,6F,FF041620,960,192,1,N
<tile>11,6F,FF0C1020,992,192,1,N
<tile>11,70,FF041620,0,224,1,N
<tile>11,70,FF0C1020,32,224,1,N
<tile>11,71,FF041620,64,224,1,N
<tile>11,71,FF0C1020,96,224,1,N
<tile>11,72,FF041620,128,224,1,N
<tile>11,72,FF0C1020,160,224,1,N
<tile>11,73,FF041620,192,224,1,N
<tile>11,73,FF0C1020,224,224,1,N
<tile>11,74,FF041620,256,224,1,N
<tile>11,74,FF0C1020,288,224,1,N
<tile>11,75,FF041620,320,224,1,N
<tile>11,75,FF0C1020,352,224,1,N
<tile>11,76,FF041620,384,224,1,N
<tile>11,76,FF0C1020,416,224,1,N
<tile>11,77,FF041620,448,224,1,N
<tile>11,77,FF0C1020,480,224,1,N
<tile>11,78,FF041620,512,224,1,N
<tile>11,78,FF0C1020,544,224,1,N
<tile>11,79,FF041620,576,224,1,N
<tile>11,79,FF0C1020,608,224,1,N
<tile>11,7A,FF041620,640,224,1,N
<tile>11,7A,FF0C1020,672,224,1,N
<tile>11,7B,FF041620,704,224,1,N
<tile>11,7B,FF0C1020,736,224,1,N
<tile>11,7C,FF041620,768,224,1,N
<tile>11,7C,FF0C1020,800,224,1,N
<tile>11,7D,FF041620,832,224,1,N
